,Unnamed: 0,precio_m2,superficie_total,categoria,dormitorios,baños,cocheras,colonia,alcaldia,lat,lng
6165,6165,68152.26480836236,287.0,casa,3.0,3.0,3.0,LOMAS DE MEMETLA,CUAJIMALPA DE MORELOS,19.3569,-99.28878
8147,8147,33481.34991119005,563.0,casa,3.0,3.0,3.0,SAN JOSE DE LOS CEDROS II,CUAJIMALPA DE MORELOS,19.3665546,-99.2834245
6336,6336,45246.91358024691,243.0,departamento,2.0,2.0,3.0,ROMA NORTE II,CUAUHTEMOC,19.4195684,-99.1619524
6330,6330,45246.91358024691,243.0,departamento,2.0,2.0,3.0,ROMA NORTE II,CUAUHTEMOC,19.4195684,-99.1619524
3504,3504,59047.619047619046,105.0,departamento,3.0,2.0,3.0,PASEO DE LAS LOMAS-SAN GABRIEL,ALVARO OBREGON,19.385287029296,-99.242953195801
608,608,43661.20218579235,183.0,departamento,3.0,3.0,3.0,JARDINES DE LA PALMA (HUIZACHITO),CUAJIMALPA DE MORELOS,19.36859793499468,-99.2813585265732
2144,2144,8000.0,250.0,departamento,3.0,3.0,3.0,BOSQUES DE CHAPULTEPEC (POLANCO),MIGUEL HIDALGO,19.4284265,-99.1873527
6427,6427,43750.0,272.0,casa,3.0,3.0,3.0,XOCO,BENITO JUAREZ,19.36145,-99.1705
1224,1224,43750.0,240.0,departamento,3.0,3.0,3.0,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.3941109,-99.2655659
4609,4609,44454.545454545456,110.0,departamento,2.0,2.0,3.0,DEL VALLE IV,BENITO JUAREZ,19.382328083399447,-99.16476913768685
2706,2706,51515.15151515151,330.0,departamento,4.0,2.0,3.0,CHAPULTEPEC MORALES (POLANCO),MIGUEL HIDALGO,19.4352592,-99.1892346
2932,2932,32631.57894736842,190.0,casa,3.0,3.0,3.0,SAN NICOLAS TOTOLAPAN (PBLO),LA MAGDALENA CONTRERAS,19.2982199,-99.244653
412,412,43333.333333333336,600.0,casa,3.0,3.0,3.0,BOSQUES DE LAS LOMAS,MIGUEL HIDALGO,19.404232,-99.244343
6338,6338,45246.91358024691,243.0,departamento,2.0,2.0,3.0,ROMA NORTE II,CUAUHTEMOC,19.4195684,-99.1619524
5278,5278,67659.5744680851,235.0,casa,3.0,3.0,3.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.349692,-99.305841
2459,2459,67142.85714285714,350.0,departamento,3.0,3.0,3.0,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.3791823048,-99.27712316
2696,2696,51515.15151515151,330.0,departamento,4.0,2.0,3.0,CHAPULTEPEC MORALES (POLANCO),MIGUEL HIDALGO,19.4352592,-99.1892346
8784,8784,68859.64912280702,114.0,casa,3.0,3.0,3.0,SAN FRANCISCO (BARR),LA MAGDALENA CONTRERAS,19.313784,-99.231826
2597,2597,68475.45219638242,387.0,departamento,3.0,3.0,3.0,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.3856545431,-99.2721317465
2989,2989,41666.66666666666,156.0,departamento,3.0,3.0,3.0,DEL VALLE III,BENITO JUAREZ,19.3842169,-99.1632291
6325,6325,41666.66666666666,180.0,departamento,3.0,3.0,3.0,FLORESTA-PRADO-VERGEL COAPA,TLALPAN,19.3049292,-99.1305311
1466,1466,41666.66666666666,300.0,departamento,3.0,3.0,3.0,BOSQUES DE LAS LOMAS,CUAJIMALPA DE MORELOS,19.3860703,-99.2556046
464,464,45967.74193548387,310.0,departamento,3.0,3.0,3.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.3854874,-99.2547865
8289,8289,18722.466960352423,227.0,casa,3.0,2.0,3.0,SAN JUAN DE ARAGON 6A SECCION (U HAB) II,GUSTAVO A. MADERO,19.46861,-99.06441
476,476,45967.74193548387,310.0,departamento,3.0,3.0,3.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.3854874,-99.2547865
7827,7827,30434.78260869565,391.0,departamento,3.0,3.0,3.0,AHUATENCO,CUAJIMALPA DE MORELOS,19.3673891,-99.3021231
468,468,45967.74193548387,310.0,departamento,3.0,3.0,3.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.3854874,-99.2547865
1054,1054,68620.68965517242,290.0,departamento,3.0,3.0,3.0,LOMAS DE BARRILACO (LOMAS DE CHAPULTEPEC),MIGUEL HIDALGO,19.4236541,-99.2249443
6602,6602,68075.11737089203,213.0,departamento,1.0,2.0,3.0,HEROES DE PADIERNA,LA MAGDALENA CONTRERAS,19.314488,-99.228489
2150,2150,8000.0,250.0,departamento,3.0,3.0,3.0,BOSQUES DE CHAPULTEPEC (POLANCO),MIGUEL HIDALGO,19.4284265,-99.1873527
74,74,8000.0,450.0,departamento,3.0,3.0,3.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.43704985681824,-99.1956611563446
7969,7969,44687.5,160.0,departamento,2.0,2.0,3.0,VIADUCTO PIEDAD,IZTACALCO,19.40225974836195,-99.13496008100894
3009,3009,41949.15254237288,236.0,departamento,3.0,3.0,3.0,DEL VALLE III,BENITO JUAREZ,19.3887165,-99.1710669
174,174,9430.255402750492,509.0,departamento,3.0,4.5,3.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.433333,-99.2
2869,2869,53571.42857142857,280.0,departamento,3.0,3.0,3.0,CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.35581,-99.26445
4587,4587,29639.676113360325,247.0,departamento,2.0,2.0,3.0,DEL VALLE IV,BENITO JUAREZ,19.38255455184592,-99.16118562855831
2771,2771,52631.57894736842,285.0,departamento,3.0,3.0,3.0,CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.3625508,-99.2757861
2101,2101,52976.19047619047,336.0,casa,3.0,3.0,3.0,SAN ANGEL,ALVARO OBREGON,19.3469654,-99.1931362
9001,9001,16321.24352331606,193.0,casa,3.0,2.0,3.0,EL CARMEN,GUSTAVO A. MADERO,19.5403223,-99.1333846
1031,1031,53125.0,320.0,departamento,3.0,3.0,3.0,LOMAS DE BARRILACO (LOMAS DE CHAPULTEPEC),MIGUEL HIDALGO,19.4252537,-99.2253891
1035,1035,53125.0,320.0,departamento,3.0,3.0,3.0,LOMAS DE BARRILACO (LOMAS DE CHAPULTEPEC),MIGUEL HIDALGO,19.4252537,-99.2253891
2927,2927,23420.13888888889,576.0,departamento,3.0,3.0,3.0,SAN NICOLAS TOTOLAPAN (PBLO),LA MAGDALENA CONTRERAS,19.2936452,-99.2466874
8073,8073,52820.51282051282,195.0,departamento,3.0,3.0,3.0,COLINAS DEL SUR,ALVARO OBREGON,19.365783,-99.227778
8127,8127,14166.666666666666,300.0,departamento,3.0,3.0,3.0,PENSIL NORTE,MIGUEL HIDALGO,19.4529452,-99.1978106
8128,8128,14166.666666666666,300.0,departamento,3.0,3.0,3.0,PENSIL NORTE,MIGUEL HIDALGO,19.4529452,-99.1978106
2938,2938,23420.13888888889,576.0,casa,3.0,3.0,3.0,SAN NICOLAS TOTOLAPAN (PBLO),LA MAGDALENA CONTRERAS,19.2936452,-99.2466874
1495,1495,39666.66666666666,300.0,departamento,3.0,3.0,3.0,BOSQUES DE LAS LOMAS,CUAJIMALPA DE MORELOS,19.385149,-99.2601588
2926,2926,23420.13888888889,576.0,departamento,3.0,3.0,3.0,SAN NICOLAS TOTOLAPAN (PBLO),LA MAGDALENA CONTRERAS,19.2936452,-99.2466874
1187,1187,59453.78151260504,238.0,departamento,3.0,3.0,3.0,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.3940926,-99.2647973
8122,8122,52820.51282051282,195.0,departamento,3.0,3.0,3.0,COLINAS DEL SUR,ALVARO OBREGON,19.365783,-99.227778
492,492,53000.0,300.0,departamento,3.0,3.0,3.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.3859143,-99.2546132
4209,4209,53676.95852534562,217.0,departamento,3.0,3.0,3.0,SAN JOSE INSURGENTES,BENITO JUAREZ,19.36954203673881,-99.18434387724608
5392,5392,47166.66666666666,180.0,departamento,3.0,2.0,3.0,DEL VALLE I,BENITO JUAREZ,19.3971646,-99.168819
8686,8686,12019.047619047618,105.0,casa,3.0,2.0,3.0,SAN LORENZO ATEMOAYA (PBLO),XOCHIMILCO,19.2464696,-99.1013498
3047,3047,51142.857142857145,175.0,casa,3.0,2.0,3.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
4742,4742,63101.60427807487,187.0,departamento,2.0,2.0,3.0,NAPOLES,BENITO JUAREZ,19.3951645,-99.175003
4768,4768,63101.60427807487,187.0,departamento,2.0,2.0,3.0,NAPOLES,BENITO JUAREZ,19.3951645,-99.175003
5408,5408,47166.66666666666,180.0,departamento,3.0,2.0,3.0,DEL VALLE I,BENITO JUAREZ,19.3971646,-99.168819
924,924,36047.36842105263,190.0,casa,3.0,2.0,3.0,OLIVAR DE LOS PADRES,ALVARO OBREGON,19.3376,-99.22132
2688,2688,70476.19047619047,210.0,departamento,2.0,2.0,3.0,CHAPULTEPEC MORALES (POLANCO),MIGUEL HIDALGO,19.4370896,-99.1858299
4631,4631,44516.12903225807,155.0,departamento,3.0,2.0,3.0,DEL VALLE IV,BENITO JUAREZ,19.3833854,-99.1611963
1663,1663,42800.0,250.0,casa,3.0,2.0,3.0,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.3276876,-99.2252832
4886,4886,42635.65891472868,129.0,departamento,3.0,2.0,3.0,LAS AGUILAS,ALVARO OBREGON,19.3594741,-99.2080184
4881,4881,42635.65891472868,129.0,departamento,3.0,2.0,3.0,LAS AGUILAS,ALVARO OBREGON,19.3594741,-99.2080184
821,821,67500.0,200.0,departamento,2.0,3.0,3.0,GRANADA (AMPL),MIGUEL HIDALGO,19.441535,-99.200658
3576,3576,45000.0,180.0,departamento,3.0,2.0,3.0,BOSQUES DE TARANGO,ALVARO OBREGON,19.3412996,-99.2603874
7689,7689,44554.45544554456,101.0,departamento,3.0,2.0,3.0,INSURGENTES MIXCOAC,BENITO JUAREZ,19.3751629,-99.1842595
4227,4227,53676.95852534562,217.0,departamento,3.0,3.0,3.0,SAN JOSE INSURGENTES,BENITO JUAREZ,19.36954203673881,-99.18434387724608
4230,4230,53676.95852534562,217.0,departamento,3.0,3.0,3.0,SAN JOSE INSURGENTES,BENITO JUAREZ,19.36954203673881,-99.18434387724608
312,312,31471.135940409684,537.0,departamento,3.0,2.0,3.0,BOSQUES DE LAS LOMAS,MIGUEL HIDALGO,19.410372,-99.2393513
1135,1135,59016.39344262295,305.0,departamento,3.0,3.0,3.0,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.3940396805,-99.2649699675
1897,1897,13468.013468013469,594.0,casa,3.0,3.0,3.0,JARDINES DEL PEDREGAL,ALVARO OBREGON,19.3112741,-99.2169702
2506,2506,61187.21461187214,438.0,departamento,3.0,3.0,3.0,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.3663974,-99.2787105
2905,2905,15151.515151515152,528.0,casa,3.0,3.0,3.0,SAN BARTOLO AMEYALCO (PBLO),ALVARO OBREGON,19.325649,-99.2642705
96,96,5000.0,220.0,departamento,2.0,2.0,3.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.434997,-99.194089
467,467,59064.13043478261,138.0,departamento,3.0,3.0,3.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.3794298,-99.2572515
1125,1125,59016.39344262295,305.0,departamento,3.0,3.0,3.0,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.3940396805,-99.2649699675
1140,1140,59016.39344262295,305.0,departamento,3.0,3.0,3.0,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.3940396805,-99.2649699675
167,167,17241.379310344826,174.0,departamento,2.0,2.0,3.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.433333,-99.2
6716,6716,12534.818941504178,359.0,casa,3.0,3.0,3.0,SAN ANDRES TOTOLTEPEC (PBLO),TLALPAN,19.25368,-99.17302
2652,2652,61135.3711790393,229.0,departamento,3.0,3.0,3.0,TIZAPAN_TIZAPAN SAN ANGEL,ALVARO OBREGON,19.3375078,-99.1956082
8238,8238,60714.28571428572,140.0,departamento,3.0,3.0,3.0,EL MOLINO,CUAJIMALPA DE MORELOS,19.3686994,-99.2823741
6680,6680,45882.35294117647,85.0,departamento,2.0,2.0,3.0,OCHO DE AGOSTO,ALVARO OBREGON,19.3925024,-99.1889514
6684,6684,45882.35294117647,85.0,departamento,2.0,2.0,3.0,OCHO DE AGOSTO,ALVARO OBREGON,19.3925024,-99.1889514
290,290,31471.135940409684,537.0,departamento,3.0,2.0,3.0,BOSQUES DE LAS LOMAS,MIGUEL HIDALGO,19.410372,-99.2393513
6264,6264,14693.877551020409,245.0,departamento,2.0,2.0,3.0,VALLE DE TEPEPAN,TLALPAN,19.2731943,-99.1439325
3483,3483,57978.72340425532,376.0,casa,3.0,3.0,3.0,PASEO DE LAS LOMAS-SAN GABRIEL,ALVARO OBREGON,19.3730839,-99.2675518
5261,5261,29810.0,200.0,casa,2.0,2.0,3.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.35862,-99.30231
6816,6816,16428.571428571428,140.0,casa,3.0,2.0,3.0,LINDAVISTA I,GUSTAVO A. MADERO,19.48776,-99.1347
1968,1968,51587.30158730159,252.0,departamento,3.0,3.0,3.0,LA LOMA,ALVARO OBREGON,19.3694979,-99.2501116
1163,1163,51671.73252279635,329.0,departamento,3.0,3.0,3.0,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.389688,-99.2651309
2860,2860,51562.5,320.0,departamento,3.0,3.0,3.0,CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.3611003,-99.2735972
8145,8145,24186.04651162791,215.0,casa,3.0,3.0,3.0,SAN JOSE DE LOS CEDROS II,CUAJIMALPA DE MORELOS,19.36966,-99.28911
474,474,51923.07692307692,260.0,departamento,3.0,3.0,3.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.38480625772568,-99.25390965714725
7219,7219,58219.17808219178,292.0,departamento,3.0,2.0,3.0,LA CONCEPCION (BARR),COYOACAN,19.3478955,-99.1583726
2765,2765,53191.48936170213,282.0,departamento,3.0,3.0,3.0,CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.3636087,-99.2761917
7196,7196,60504.5871559633,109.0,departamento,3.0,3.0,3.0,CLAVERIA,AZCAPOTZALCO,19.46713,-99.18078
5279,5279,53240.74074074074,108.0,casa,3.0,3.0,3.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.35884,-99.29128
3170,3170,53278.688524590165,183.0,departamento,3.0,3.0,3.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
4158,4158,32142.85714285714,210.0,casa,3.0,2.0,3.0,EL CONTADERO,CUAJIMALPA DE MORELOS,19.34711,-99.2977
6447,6447,60000.0,380.0,departamento,3.0,3.0,3.0,RINCON DEL BOSQUE,MIGUEL HIDALGO,19.4294618,-99.1818655
1119,1119,60077.51937984496,258.0,departamento,3.0,3.0,3.0,MORALES SECCION PALMAS (POLANCO),MIGUEL HIDALGO,19.4379334546,-99.2036602772
6446,6446,60000.0,380.0,departamento,3.0,3.0,3.0,RINCON DEL BOSQUE,MIGUEL HIDALGO,19.4294618,-99.1818655
4326,4326,80370.37037037036,270.0,departamento,3.0,3.0,3.0,SAN MATEO TLALTENANGO (PBLO),CUAJIMALPA DE MORELOS,19.3487557032,-99.2601310291
4310,4310,80370.37037037036,270.0,departamento,3.0,3.0,3.0,SAN MATEO TLALTENANGO (PBLO),CUAJIMALPA DE MORELOS,19.3487557032,-99.2601310291
4311,4311,80370.37037037036,270.0,departamento,3.0,3.0,3.0,SAN MATEO TLALTENANGO (PBLO),CUAJIMALPA DE MORELOS,19.3487557032,-99.2601310291
7715,7715,51388.88888888889,360.0,departamento,3.0,3.0,3.0,LA PALMITA,ALVARO OBREGON,19.3852027,-99.2268619
460,460,49246.3768115942,345.0,departamento,3.0,3.0,3.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.3855147,-99.2533303
8171,8171,19000.0,210.0,departamento,4.0,2.0,3.0,VILLA DE ARAGON (FRACC),GUSTAVO A. MADERO,19.4673079,-99.0614931
3599,3599,45112.78195488722,266.0,casa,3.0,2.0,3.0,ROMERO DE TERREROS (FRACC),COYOACAN,19.3388521,-99.1778388
4537,4537,38586.95652173913,92.0,departamento,3.0,2.0,3.0,SAN PEDRO XALPA (PBLO),AZCAPOTZALCO,19.48213,-99.20445
7810,7810,54454.545454545456,110.0,departamento,3.0,2.0,3.0,LOMAS DE  PADIERNA I,TLALPAN,19.2986217,-99.2274879
9020,9020,5856.259067357513,193.0,casa,4.0,3.0,3.0,MAGDALENA  MIXHUCA,VENUSTIANO CARRANZA,19.40913,-99.12176
1978,1978,44230.769230769234,260.0,departamento,3.0,3.0,3.0,LA LOMA,ALVARO OBREGON,19.3625824,-99.2580823
5888,5888,78828.82882882883,222.0,casa,4.0,3.0,3.0,ANZURES,MIGUEL HIDALGO,19.4296219,-99.1785666
391,391,31727.272727272728,550.0,casa,3.0,3.0,3.0,BOSQUES DE LAS LOMAS,MIGUEL HIDALGO,19.4099875,-99.2429253
8705,8705,20000.0,600.0,casa,4.0,3.0,3.0,BOSQUE RESIDENCIAL DEL SUR (FRACC),XOCHIMILCO,19.28177,-99.12629
6089,6089,42283.950617283954,162.0,departamento,3.0,3.0,3.0,PRADO CHURUBUSCO,COYOACAN,19.3523484,-99.1263974
5885,5885,80232.55813953489,172.0,casa,4.0,2.0,3.0,ANZURES,MIGUEL HIDALGO,19.4335267,-99.1747172
2092,2092,61425.06142506142,407.0,departamento,4.0,3.0,3.0,SAN ANGEL,ALVARO OBREGON,19.3464416,-99.1942176
7809,7809,54454.545454545456,110.0,departamento,3.0,2.0,3.0,LOMAS DE  PADIERNA I,TLALPAN,19.2986217,-99.2274879
3702,3702,76000.0,500.0,casa,4.0,3.0,3.0,LOMAS DE REFORMA,MIGUEL HIDALGO,19.3964424,-99.2396184
2746,2746,34612.820512820515,390.0,casa,3.0,3.0,3.0,TLALPAN CENTRO,TLALPAN,19.29505,-99.18212
496,496,49246.3768115942,345.0,departamento,3.0,3.0,3.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.3855147,-99.2533303
7276,7276,35200.0,250.0,casa,4.0,3.0,3.0,JARDINES DEL SUR,XOCHIMILCO,19.2584853,-99.1164984
3036,3036,51428.57142857143,175.0,casa,3.0,2.0,3.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
3051,3051,33333.333333333336,300.0,casa,4.0,3.0,3.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
7670,7670,58917.1974522293,314.0,departamento,4.0,3.0,3.0,INSURGENTES MIXCOAC,BENITO JUAREZ,19.3722752,-99.1821303
7671,7671,58917.1974522293,314.0,departamento,4.0,3.0,3.0,INSURGENTES MIXCOAC,BENITO JUAREZ,19.3722752,-99.1821303
2745,2745,34612.820512820515,390.0,casa,3.0,3.0,3.0,TLALPAN CENTRO,TLALPAN,19.29505,-99.18212
5524,5524,51477.83251231527,203.0,departamento,3.0,2.0,3.0,PEDREGAL DE SAN ANGEL (AMPL),COYOACAN,19.3066867,-99.1992062
2535,2535,47460.31746031746,315.0,casa,3.0,3.0,3.0,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.3663974,-99.2787105
7595,7595,33606.55737704918,183.0,departamento,4.0,3.0,3.0,SANTA CECILIA,COYOACAN,19.3086688,-99.1127952
3394,3394,36666.66666666666,300.0,casa,4.0,3.0,3.0,LINDAVISTA II,GUSTAVO A. MADERO,19.494112,-99.1276295
7008,7008,46460.176991150445,113.0,casa,3.0,2.0,3.0,HEROES DE PADIERNA II,TLALPAN,19.279279,-99.2189113
2542,2542,41880.34188034188,585.0,casa,4.0,3.0,3.0,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.38209,-99.26728
7594,7594,33606.55737704918,183.0,departamento,4.0,3.0,3.0,SANTA CECILIA,COYOACAN,19.3086688,-99.1127952
2935,2935,17352.941176470587,340.0,casa,4.0,3.0,3.0,SAN NICOLAS TOTOLAPAN (PBLO),LA MAGDALENA CONTRERAS,19.2962414,-99.2438113
4407,4407,35714.28571428572,210.0,casa,3.0,2.0,3.0,ABDIAS GARCIA SOTO,CUAJIMALPA DE MORELOS,19.35169,-99.29192
6788,6788,29725.08591065292,291.0,casa,4.0,3.0,3.0,LINDAVISTA I,GUSTAVO A. MADERO,19.4915664,-99.1281871
7917,7917,44500.0,200.0,departamento,3.0,3.0,3.0,TORRES DE POTRERO,ALVARO OBREGON,19.32986,-99.24993
4205,4205,53790.61371841155,277.0,departamento,3.0,2.0,3.0,SAN JOSE INSURGENTES,BENITO JUAREZ,19.3699433,-99.1858778
342,342,31727.272727272728,550.0,casa,3.0,3.0,3.0,BOSQUES DE LAS LOMAS,MIGUEL HIDALGO,19.4097153,-99.2429625
498,498,43887.1473354232,319.0,departamento,3.0,3.0,3.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.384687,-99.2535184
238,238,4969.69696969697,165.0,departamento,3.0,2.0,3.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.433333,-99.2
8719,8719,9285.714285714286,350.0,casa,4.0,3.0,3.0,SANTA FE,ALVARO OBREGON,19.38302,-99.23849
7663,7663,25547.445255474453,411.0,departamento,3.0,3.0,3.0,AXOTLA,ALVARO OBREGON,19.3560768,-99.1761036
3985,3985,51379.44664031621,253.0,casa,3.0,3.0,3.0,NAPOLES (AMPL),BENITO JUAREZ,19.388718,-99.175938
8012,8012,33783.78378378379,111.0,departamento,3.0,2.0,3.0,OCOTILLOS,ALVARO OBREGON,19.33993,-99.23907
6283,6283,27134.146341463416,328.0,departamento,3.0,3.0,3.0,TLACOQUEMECATL DEL VALLE,BENITO JUAREZ,19.37623,-99.17521
4916,4916,13163.46153846154,260.0,casa,4.0,3.0,3.0,LAS AGUILAS,ALVARO OBREGON,19.35827,-99.20647
93,93,4969.69696969697,165.0,departamento,3.0,2.0,3.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4374069,-99.1949889
493,493,44262.29508196721,305.0,departamento,3.0,3.0,3.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.3841661,-99.2539179
2758,2758,49722.22222222222,360.0,departamento,3.0,3.0,3.0,CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.3621078,-99.2774274
2774,2774,49722.22222222222,360.0,departamento,3.0,3.0,3.0,CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.3619875,-99.2662189
2701,2701,77710.84337349398,166.0,departamento,3.0,2.0,3.0,CHAPULTEPEC MORALES (POLANCO),MIGUEL HIDALGO,19.431759768522948,-99.18499984603272
8806,8806,8188.976377952756,127.0,casa,4.0,3.0,3.0,VALLE DEL TEPEYAC,GUSTAVO A. MADERO,19.48802,-99.14164
133,133,8991.065759637188,441.0,casa,4.0,3.0,3.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.433333,-99.2
7664,7664,25547.445255474453,411.0,departamento,3.0,3.0,3.0,AXOTLA,ALVARO OBREGON,19.3560768,-99.1761036
7625,7625,40625.0,128.0,casa,3.0,3.0,3.0,ESTRELLA,GUSTAVO A. MADERO,19.47492,-99.11652
6519,6519,49122.80701754386,285.0,departamento,3.0,3.0,3.0,LAS TINAJAS,CUAJIMALPA DE MORELOS,19.35719,-99.28222
469,469,44140.625,256.0,departamento,3.0,3.0,3.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.38627444602204,-99.2537199327881
465,465,47457.627118644064,295.0,departamento,3.0,3.0,3.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.3855147,-99.2533303
472,472,47457.627118644064,295.0,departamento,3.0,3.0,3.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.3855147,-99.2533303
2757,2757,50781.25,256.0,departamento,3.0,3.0,3.0,CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.3639348,-99.2724949
7188,7188,37438.4236453202,203.0,departamento,3.0,2.0,3.0,CLAVERIA,AZCAPOTZALCO,19.4663499,-99.1797199
2569,2569,42424.24242424242,495.0,casa,3.0,3.0,3.0,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.38209,-99.26728
48,48,4969.69696969697,165.0,departamento,3.0,2.0,3.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4374069,-99.1949889
978,978,30771.34170854272,199.0,casa,4.0,3.0,3.0,TLACOPAC,ALVARO OBREGON,19.35339,-99.1971
8609,8609,41250.0,120.0,casa,4.0,2.0,3.0,SAN NICOLAS TOTOLAPAN,LA MAGDALENA CONTRERAS,19.2975479,-99.2382181
3126,3126,40000.0,155.0,departamento,3.0,3.0,3.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
4919,4919,9230.76923076923,338.0,casa,4.0,3.0,3.0,LAS AGUILAS,ALVARO OBREGON,19.35827,-99.20647
7665,7665,25547.445255474453,411.0,departamento,3.0,3.0,3.0,AXOTLA,ALVARO OBREGON,19.3560768,-99.1761036
4425,4425,4161.676646706587,334.0,departamento,4.0,2.0,3.0,LOMAS VIRREYES (LOMAS DE CHAPULTEPEC),MIGUEL HIDALGO,19.412229,-99.2153345
148,148,12048.192771084336,166.0,casa,4.0,3.0,3.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.433333,-99.2
5986,5986,8005.652173913043,345.0,casa,4.0,3.0,3.0,SAN ANGEL INN,ALVARO OBREGON,19.34843,-99.19748
8173,8173,20000.0,210.0,departamento,4.0,2.0,3.0,VILLA DE ARAGON (FRACC),GUSTAVO A. MADERO,19.4673079,-99.0614931
8240,8240,39750.0,200.0,casa,3.0,3.0,3.0,EL MOLINO,CUAJIMALPA DE MORELOS,19.3686994,-99.2823741
6793,6793,3524.332608695652,460.0,casa,4.0,3.0,3.0,LINDAVISTA I,GUSTAVO A. MADERO,19.48776,-99.1347
1364,1364,47600.0,250.0,departamento,3.0,3.0,3.0,BOSQUES DE LAS LOMAS,CUAJIMALPA DE MORELOS,19.3845793,-99.2571631
415,415,33148.148148148146,540.0,casa,3.0,2.0,3.0,BOSQUES DE LAS LOMAS,MIGUEL HIDALGO,19.4010793,-99.2480728
5984,5984,12857.142857142857,210.0,casa,4.0,3.0,3.0,SAN ANGEL INN,ALVARO OBREGON,19.34977,-99.19942
8560,8560,27840.90909090909,176.0,casa,3.0,3.0,3.0,SAN LORENZO,XOCHIMILCO,19.27936,-99.12665
619,619,39750.0,200.0,casa,3.0,3.0,3.0,JARDINES DE LA PALMA (HUIZACHITO),CUAJIMALPA DE MORELOS,19.3687431,-99.2820188
7936,7936,12857.142857142857,210.0,casa,4.0,3.0,3.0,LOMAS DE SAN ANGEL INN,ALVARO OBREGON,19.34427,-99.20565
6142,6142,15706.666666666666,300.0,casa,4.0,3.0,3.0,LOMAS QUEBRADAS,LA MAGDALENA CONTRERAS,19.31482,-99.24413
1692,1692,24000.0,250.0,departamento,4.0,3.0,3.0,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.32602,-99.22641
1194,1194,25770.0,200.0,casa,4.0,3.0,3.0,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.39323,-99.26508
